,topic,category,content
487,MI hand GT their 2nd loss in a row as Daniel Sams defends 9 runs in last over,sports,"Mumbai Indians (MI) defeated Gujarat Titans (GT) by five runs to register their second win in a row in IPL 2022. MI pacer Daniel Sams defended nine runs in the last over as GT suffered their second straight defeat in the tournament. Ishan Kishan top-scored for MI with 45(29), while MI's Murugan Ashwin took two wickets in the match."
488,Ben Stokes records most sixes in a first-class innings in England,sports,"Durham all-rounder Ben Stokes has set the record for smashing the most number of sixes in a first-class innings in England. The 30-year-old England Test captain slammed 17 sixes during his knock of 161 runs off 88 deliveries against Worcestershire. He overtook Andrew Symonds and Graham Napier, who had slammed 16 sixes each in a first-class innings in England."
489,"Pat Cummins shares pic of pav bhaji, says 'How had I never tried it before!'",sports,"KKR's Australian fast bowler Pat Cummins took to Twitter and asked his followers in Mumbai about what local dish he should try. Cummins then shared a picture of pav bhaji he ordered. After a fan asked him his feedback, Cummins replied, ""Wow, I’ve been coming to India for 11 years how had I never tried it before!?! Delicious."""
490,Sourav Ganguly hosts Amit Shah for dinner at his Kolkata residence,sports,BCCI President Sourav Ganguly hosted Union Home Minister Amit Shah for dinner at his Kolkata residence on Friday. Shah was accompanied by a number of BJP workers including West Bengal Leader of Opposition Suvendu Adhikari for the dinner. Shah also addressed a function at the Victoria Memorial to commemorate the 75th year of India's Independence.
491,He is accusing me to make money: Afridi on Kaneria's 'He conspired against me' remark,sports,"Ex-Pakistan captain Shahid Afridi has responded after former leg-spinner Danish Kaneria alleged that Afridi conspired against him for being a Hindu. Afridi said, ""He's accusing me to get cheap fame and make money."" He added, ""Everyone knows about his character. If my attitude was bad then why he didn't complain to...Pakistan Cricket Board or the department he was playing for."""
492,Which 14 batters have been out hit wicket in 15 years of IPL?,sports,"GT's Sai Sudharsan on Friday became the 14th batter to get out hit wicket in IPL. Musavir Khote was the first batter to get out hit wicket in IPL, while playing for MI against KXIP in 2008. IPL 2016 witnessed three hit wicket dismissals, the most in an IPL season. Four hit wicket dismissals in IPL have been against MI."
493,"David Warner partied a lot, had a fight so we sent him back: Sehwag on IPL 2009",sports,"Recalling David Warner's first year in IPL in 2009, the then Delhi Daredevils captain Virender Sehwag revealed that the Australian cricketer used to party a lot. ""He partied more than believing in practice or playing matches. He had a fight with a few players...so we sent him back,"" Sehwag added. He stated that he wanted to teach Warner a lesson."
494,We made 'rookie' mistakes: Hardik on GT's 5-run loss against MI,sports,"GT captain Hardik Pandya said his team made ""rookie"" mistakes in their loss against MI by five runs, adding they shouldn't have allowed the match to go down to the last over. ""[The] batters put us down,"" stated Hardik. Referring to his run-out as well as that of all-rounder Rahul Tewatia, Hardik said they cost GT the game."
495,Always feels great to perform well for team: Khaleel on his 3/30 vs SRH,sports,"​​Speaking about his bowling performance in DC's 21-run win against SRH in IPL 2022, DC pacer Khaleel Ahmed said it always feels great to perform well for the team. He added that it's even better when that performance helps the team win. The 24-year-old pacer, who posted bowling figures of 4-0-30-3, was the leading wicket-taker in the match."
496,"Game was in their favour, will take with both hands: Rohit on MI beating GT",sports,"Discussing MI's win against GT by five runs, MI captain Rohit Sharma said, ""Things were in their favour...We will take this with both hands."" ""We were 15-20 runs short,"" added Rohit. ""I felt they like pace coming on to the bat, so we wanted to take that off,"" stated Rohit. It was MI's second consecutive win in IPL 2022."
497,India would be 'silly' not to use Umran Malik straight away: Pietersen,sports,"Ex-England captain Kevin Pietersen said India would be ""silly"" not to use SRH pacer Umran Malik straight away, adding that he has been a ""breakout"" star of IPL 2022. ""If I was an India selector, I would pencil him in for that Test match against England in July,"" stated Pietersen. Umran has picked 15 wickets in IPL 2022 so far."
498,"MI's Tilak has talent, temperament to play for winning team: Dasgupta",sports,"Praising Tilak Varma for his batting in ongoing IPL, Deep Dasgupta said the 19-year-old MI batter has been consistent in his debut IPL season. ""His strike rates have been terrific in most matches. Tilak certainly has the talent and temperament to play for a winning team,"" he added. With 328 runs from 10 matches, Tilak is the leading-scorer for MI."
499,"Tewatia struggles when he bats early, unsure over attack or defence: Sehwag",sports,"Sharing his opinion on GT all-rounder Rahul Tewatia, ex-India opener Virender Sehwag said, ""If he walks in early like he did in GT's last game against PBKS, he is unsure whether to attack or defend."" ""If Shubman Gill bats for the first seven to eight overs, then big-hitters like Tewatia and David Miller come into the game,"" added Sehwag."
500,Would've been better if openers had flopped: Sehwag on GT's loss vs MI,sports,"Reacting to GT's loss against MI by five runs, ex-India opener Virender Sehwag said, ""I was thinking that had GT openers flopped, it would have been better. Usually when they flop, GT end up winning."" ""Hardik Pandya and Rahul Tewatia threw away a match that should have been won,"" added Sehwag. GT openers Wriddhiman Saha and Shubman Gill scored half-centuries."
501,Batting at no. 4 for GT is bringing best out of Hardik in IPL: Rajput,sports,"Ex-India cricketer Lalchand Rajput has said the responsibility of batting at number four for GT is bringing the best out of skipper Hardik Pandya in ongoing IPL. ""He used to bat in the lower batting positions for MI, but now...he can change his game to take responsibility and finish as well,"" he added. Hardik has so far scored 309 runs."
502,It was my gift: Ronaldinho on Lionel Messi's first goal for Barcelona,sports,"Talking about seven-time Ballon d'Or winner Lionel Messi's first goal for former club Barcelona, Brazilian legend Ronaldinho who assisted the goal tweeted, ""How easy it is to play with this beast! First goal was my gift."" Ronaldinho chipped the ball over two defenders in the match played on May 1, 2005 with Messi converting with a chip as well."
503,Won't be able to play Tests if I don't play in T20 Blast properly: Archer,sports,"Talking about his comeback after a long injury lay-off, England pacer Jofra Archer said if he doesn't play properly in the upcoming T20 Blast for Sussex Sharks, then he won't be able to play Test cricket. The 27-year-old underwent two elbow surgeries last year. He last played for England against India during T20I series in Ahmedabad in March 2021. "
504,Tunisia's Jabeur becomes 1st Arab woman to reach WTA 1000 final in Madrid,sports,"Tunisia's Ons Jabeur became the first Arab player to reach a WTA 1000 final after defeating qualifier Ekaterina Alexandrova 6-2, 6-3 in semi-final at Madrid Open on Thursday. ""I'm very happy with the level I played with today,"" she added. The eighth-seed will play American Jessica Pegula, who beat Swiss Jil Teichmann 6-3, 6-4. It's Jabeur's second final of 2022.
"
505,It's good: AFI President Sumariwalla on postponement of 2022 Asian Games,sports,"Reacting to the postponement of 2022 Asian Games in Hangzhou, Athletics Federation of India (AFI) President Adille Sumariwalla said it's good. He stated that it would have been difficult for the athletes to ""peak"" continuously at World Athletics Championships (July 15-24), Commonwealth Games (July 28-August 8) and then Asian Games. The Games have been postponed amid COVID-19 surge in China."
506,"Playing vs Venus is like playing against myself, very frustrating: Serena",sports,"Twenty three-time Grand Slam champion Serena Williams said the ""most frustrating"" thing about playing against her sister Venus Williams, is that it is similar to playing against herself. ""It would be an ace against anyone else but she gets it back,"" added Serena. ""I am pretty tough and she is pretty tough, so she gets every ball back,"" stated Serena."
507,Top seed Djokovic beats Hurkacz to enter semis at Madrid Open,sports,"Top seed Novak Djokovic beat 12th seed Hubert Hurkacz 6-3, 6-4 in the quarterfinal at Madrid Open 2022 on Friday. ""(I'll be) more relaxed because I won today, but one thing is sure: tomorrow I'll face a Spanish rival,"" said Djokovic. The three-time champion will face world number nine Carlos Alcaraz, who beat Rafael Nadal 6-2, 1-6, 6-3, in semi-final."
508,"Nobody is tough, anybody is beatable: Sindhu on picking her hardest opponent",sports,"On picking her toughest opponent, two-time Olympic medallist PV Sindhu said, ""I feel nobody is tough and at the same time, anybody is beatable."" She added, ""Right now everybody is of the same standards...you've to give your 100%, no matter what."" Sindhu has won Syed Modi India International, Swiss Open and Badminton Asia Championships bronze medal in 2022 so far."
